destination_name,country,continent,type,avg_cost_usd_day,best_season,avg_rating,annual_visitors_m,unesco_site,budget_level,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,climate_label
Ancient Temple,New Zealand,Oceania,Religious,163.06,Spring,4.8,1.71,No,Premium,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Crystal Falls,Germany,Europe,Adventure,90.85,Autumn,4.4,7.15,No,Mid-range,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Crystal Forest,Vietnam,Asia,City,129.79,Winter,4.6,5.31,Yes,Mid-range,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Crystal Valley,Greece,Europe,Beach,182.28,Summer,4.5,5.59,Yes,Premium,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Serene Beach,Australia,Oceania,Adventure,203.93,Winter,4.4,5.18,Yes,Premium,3.2941176470588234,3.9411764705882355,4.529411764705882,3.6470588235294117,2.588235294117647,3.5294117647058822,3.2941176470588234,2.588235294117647,3.5294117647058822,Warm
Crystal Temple,Mexico,North America,Adventure,95.24,Autumn,3.5,8.54,Yes,Mid-range,3.933333333333333,3.466666666666667,3.533333333333333,2.8666666666666667,3.6666666666666665,4.333333333333333,3.4,3.2,2.6666666666666665,Cold
Ancient Temple,Kenya,Africa,Adventure,133.04,Summer,4.9,3.67,No,Mid-range,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Hidden Valley,Greece,Europe,Historical,287.76,Spring,4.4,2.76,Yes,Premium,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Mystic Plaza,Japan,Asia,Beach,146.66,Summer,4.9,3.67,No,Mid-range,4.5,2.2,3.3,1.6,3.1,4.4,3.0,3.6,2.8,Warm
Mystic Canyon,Australia,Oceania,Historical,136.72,Winter,4.4,9.52,No,Mid-range,3.2941176470588234,3.9411764705882355,4.529411764705882,3.6470588235294117,2.588235294117647,3.5294117647058822,3.2941176470588234,2.588235294117647,3.5294117647058822,Warm
Crystal Pagoda,Egypt,Africa,Historical,105.77,Spring,4.3,4.88,No,Mid-range,4.428571428571429,3.0,3.5714285714285716,2.142857142857143,2.4285714285714284,3.7142857142857144,2.857142857142857,2.857142857142857,3.0,Cold
Ancient Beach,Kenya,Africa,Historical,174.31,Spring,3.9,5.74,No,Premium,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Grand Pagoda,Germany,Europe,Religious,112.46,Winter,3.9,9.67,No,Mid-range,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Crystal Ruins,Vietnam,Asia,Beach,80.23,Summer,4.3,2.81,No,Mid-range,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Grand Falls,Spain,Europe,Historical,229.13,Winter,4.4,2.46,Yes,Premium,4.25,3.1666666666666665,3.4166666666666665,3.0,3.6666666666666665,4.416666666666667,3.1666666666666665,3.4166666666666665,2.75,Pleasant
Grand Park,Peru,South America,Adventure,221.37,Autumn,4.4,3.72,No,Premium,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Serene Plaza,Morocco,Africa,Historical,80.56,Winter,4.6,7.55,No,Mid-range,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Lush Forest,Thailand,Asia,Nature,165.37,Autumn,4.4,3.85,No,Premium,4.0,3.6,3.8,2.8,3.2,4.4,3.8,2.8,3.4,Cold
Grand Forest,New Zealand,Oceania,City,103.01,Autumn,4.8,9.11,Yes,Mid-range,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Serene Falls,South Africa,Africa,Religious,142.08,Winter,4.4,5.18,No,Mid-range,3.75,3.5,4.0,2.75,3.5,4.0,3.0,4.0,2.25,Warm
Lush Ruins,France,Europe,City,184.01,Summer,4.4,5.68,No,Premium,4.266666666666667,2.466666666666667,3.2,2.0,3.1333333333333333,4.2,3.066666666666667,3.466666666666667,2.933333333333333,Pleasant
Mystic Canyon,Greece,Europe,Beach,196.18,Spring,4.2,6.76,No,Premium,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Serene Beach,India,Asia,City,131.08,Autumn,4.5,1.58,Yes,Mid-range,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Golden Plaza,Germany,Europe,Beach,179.39,Winter,4.7,5.34,No,Premium,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Ancient Pagoda,Japan,Asia,Beach,109.48,Summer,4.4,3.2,No,Mid-range,4.5,2.2,3.3,1.6,3.1,4.4,3.0,3.6,2.8,Warm
Mystic Valley,Egypt,Africa,City,217.54,Summer,4.3,5.63,Yes,Premium,4.428571428571429,3.0,3.5714285714285716,2.142857142857143,2.4285714285714284,3.7142857142857144,2.857142857142857,2.857142857142857,3.0,Cold
Grand Ruins,Mexico,North America,Beach,140.08,Summer,4.2,9.37,No,Mid-range,3.933333333333333,3.466666666666667,3.533333333333333,2.8666666666666667,3.6666666666666665,4.333333333333333,3.4,3.2,2.6666666666666665,Cold
Crystal Pagoda,USA,North America,Adventure,208.32,Winter,4.7,4.93,No,Premium,4.084714165503293,3.2801098212388133,3.7489909779763613,2.33892642417113,3.117380553583651,4.038431451973767,3.119507328644805,3.2649765443172725,2.934566021440665,Pleasant
Golden Canyon,Thailand,Asia,Religious,109.38,Spring,4.4,8.82,No,Mid-range,4.0,3.6,3.8,2.8,3.2,4.4,3.8,2.8,3.4,Cold
Golden Park,Greece,Europe,City,121.91,Summer,4.6,5.37,No,Mid-range,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Grand Pagoda,USA,North America,Nature,266.9,Winter,4.4,9.49,Yes,Premium,4.084714165503293,3.2801098212388133,3.7489909779763613,2.33892642417113,3.117380553583651,4.038431451973767,3.119507328644805,3.2649765443172725,2.934566021440665,Pleasant
Sacred Canyon,New Zealand,Oceania,Religious,209.08,Spring,5.0,0.98,No,Premium,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Ancient Forest,Mexico,North America,Adventure,116.14,Winter,4.6,8.44,Yes,Mid-range,3.933333333333333,3.466666666666667,3.533333333333333,2.8666666666666667,3.6666666666666665,4.333333333333333,3.4,3.2,2.6666666666666665,Cold
Golden Temple,China,Asia,City,126.21,Winter,4.3,2.87,No,Mid-range,4.333333333333333,3.2222222222222223,3.5555555555555554,1.2222222222222223,3.111111111111111,3.888888888888889,3.0,3.5555555555555554,2.888888888888889,Warm
Lush Pagoda,China,Asia,City,81.74,Summer,4.3,5.15,No,Mid-range,4.333333333333333,3.2222222222222223,3.5555555555555554,1.2222222222222223,3.111111111111111,3.888888888888889,3.0,3.5555555555555554,2.888888888888889,Warm
Mystic Beach,Peru,South America,Religious,159.55,Autumn,4.5,1.03,No,Premium,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Ancient Valley,Japan,Asia,Religious,123.29,Autumn,4.5,8.45,Yes,Mid-range,4.5,2.2,3.3,1.6,3.1,4.4,3.0,3.6,2.8,Warm
Crystal Ruins,Spain,Europe,Historical,303.84,Spring,4.9,5.84,Yes,Premium,4.25,3.1666666666666665,3.4166666666666665,3.0,3.6666666666666665,4.416666666666667,3.1666666666666665,3.4166666666666665,2.75,Pleasant
Golden Canyon,New Zealand,Oceania,Beach,127.34,Summer,4.4,3.53,Yes,Mid-range,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Golden Temple,Canada,North America,Nature,83.0,Winter,4.6,1.61,No,Mid-range,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Lush Beach,Brazil,South America,Beach,179.21,Summer,4.7,3.32,No,Premium,3.875,3.625,4.0,3.625,4.0,4.25,3.0,3.5,2.5,Warm
Golden Falls,Italy,Europe,Historical,199.69,Summer,4.9,7.94,No,Premium,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
Grand Falls,Argentina,South America,Adventure,158.58,Winter,4.6,1.98,No,Premium,3.4,4.2,4.3,1.5,3.0,3.8,3.0,3.0,3.5,Cold
Sacred Valley,Germany,Europe,Religious,181.62,Summer,4.4,2.49,No,Premium,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Grand Pagoda,Australia,Oceania,City,160.05,Summer,4.4,4.32,No,Premium,3.2941176470588234,3.9411764705882355,4.529411764705882,3.6470588235294117,2.588235294117647,3.5294117647058822,3.2941176470588234,2.588235294117647,3.5294117647058822,Warm
Lush Valley,South Africa,Africa,Beach,161.37,Spring,4.7,1.36,Yes,Premium,3.75,3.5,4.0,2.75,3.5,4.0,3.0,4.0,2.25,Warm
Mystic Ruins,Morocco,Africa,Beach,99.35,Winter,4.0,0.99,No,Mid-range,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Mystic Falls,Australia,Oceania,Nature,96.79,Spring,4.5,4.31,No,Mid-range,3.2941176470588234,3.9411764705882355,4.529411764705882,3.6470588235294117,2.588235294117647,3.5294117647058822,3.2941176470588234,2.588235294117647,3.5294117647058822,Warm
Grand Temple,Argentina,South America,Historical,210.45,Autumn,4.3,8.13,Yes,Premium,3.4,4.2,4.3,1.5,3.0,3.8,3.0,3.0,3.5,Cold
Lush Valley,Canada,North America,Nature,130.41,Summer,4.2,4.05,No,Mid-range,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Ancient Pagoda,France,Europe,City,169.05,Spring,4.4,7.22,No,Premium,4.266666666666667,2.466666666666667,3.2,2.0,3.1333333333333333,4.2,3.066666666666667,3.466666666666667,2.933333333333333,Pleasant
Crystal Ruins,Greece,Europe,Adventure,125.17,Spring,4.2,1.51,Yes,Mid-range,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Ancient Ruins,Spain,Europe,Historical,105.19,Spring,4.6,9.87,No,Mid-range,4.25,3.1666666666666665,3.4166666666666665,3.0,3.6666666666666665,4.416666666666667,3.1666666666666665,3.4166666666666665,2.75,Pleasant
Lush Ruins,India,Asia,Historical,124.09,Autumn,4.9,6.0,No,Mid-range,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Crystal Plaza,Greece,Europe,Nature,155.63,Autumn,4.8,2.16,Yes,Premium,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Sacred Park,Thailand,Asia,Nature,203.13,Winter,4.4,6.62,No,Premium,4.0,3.6,3.8,2.8,3.2,4.4,3.8,2.8,3.4,Cold
Sacred Pagoda,Peru,South America,Historical,194.53,Summer,4.6,8.99,No,Premium,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Golden Temple,Brazil,South America,Religious,233.19,Summer,4.6,7.69,No,Premium,3.875,3.625,4.0,3.625,4.0,4.25,3.0,3.5,2.5,Warm
Crystal Plaza,New Zealand,Oceania,Beach,93.1,Winter,4.6,8.08,No,Mid-range,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Serene Plaza,USA,North America,Nature,127.57,Autumn,4.6,4.91,No,Mid-range,4.084714165503293,3.2801098212388133,3.7489909779763613,2.33892642417113,3.117380553583651,4.038431451973767,3.119507328644805,3.2649765443172725,2.934566021440665,Pleasant
Lush Forest,India,Asia,Religious,124.89,Summer,4.2,0.67,No,Mid-range,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Ancient Plaza,India,Asia,Beach,204.83,Summer,3.8,6.39,Yes,Premium,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Hidden Falls,Thailand,Asia,City,198.48,Autumn,4.6,2.55,No,Premium,4.0,3.6,3.8,2.8,3.2,4.4,3.8,2.8,3.4,Cold
Lush Valley,Egypt,Africa,Adventure,150.16,Winter,4.9,9.82,No,Premium,4.428571428571429,3.0,3.5714285714285716,2.142857142857143,2.4285714285714284,3.7142857142857144,2.857142857142857,2.857142857142857,3.0,Cold
Lush Ruins,Brazil,South America,Adventure,135.47,Summer,4.3,6.56,No,Mid-range,3.875,3.625,4.0,3.625,4.0,4.25,3.0,3.5,2.5,Warm
Grand Beach,Morocco,Africa,City,179.36,Spring,4.4,1.12,No,Premium,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Serene Beach,Japan,Asia,Adventure,260.28,Autumn,4.9,6.7,Yes,Premium,4.5,2.2,3.3,1.6,3.1,4.4,3.0,3.6,2.8,Warm
Mystic Valley,Kenya,Africa,Adventure,113.01,Spring,4.1,8.51,Yes,Mid-range,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Crystal Pagoda,Germany,Europe,Beach,174.45,Spring,4.4,5.85,No,Premium,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Crystal Ruins,Thailand,Asia,Nature,189.5,Winter,4.8,2.47,No,Premium,4.0,3.6,3.8,2.8,3.2,4.4,3.8,2.8,3.4,Cold
Crystal Ruins,Italy,Europe,Beach,202.94,Autumn,4.6,4.61,No,Premium,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
Sacred Ruins,Canada,North America,Historical,147.42,Autumn,4.7,1.86,No,Mid-range,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Sacred Park,Thailand,Asia,Historical,176.15,Autumn,4.5,3.54,No,Premium,4.0,3.6,3.8,2.8,3.2,4.4,3.8,2.8,3.4,Cold
Hidden Beach,Canada,North America,Beach,117.22,Winter,4.4,7.38,No,Mid-range,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Hidden Valley,Germany,Europe,Adventure,201.69,Winter,4.3,4.71,No,Premium,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Golden Pagoda,Kenya,Africa,Adventure,226.44,Spring,4.5,4.13,No,Premium,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Ancient Beach,Germany,Europe,Religious,46.39,Autumn,4.2,3.99,No,Budget,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Sacred Ruins,Canada,North America,Religious,218.92,Winter,4.5,3.94,No,Premium,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Serene Park,Egypt,Africa,Adventure,252.15,Winter,4.6,3.06,No,Premium,4.428571428571429,3.0,3.5714285714285716,2.142857142857143,2.4285714285714284,3.7142857142857144,2.857142857142857,2.857142857142857,3.0,Cold
Crystal Forest,France,Europe,Historical,164.34,Spring,4.5,7.37,Yes,Premium,4.266666666666667,2.466666666666667,3.2,2.0,3.1333333333333333,4.2,3.066666666666667,3.466666666666667,2.933333333333333,Pleasant
Lush Plaza,Greece,Europe,Religious,242.9,Autumn,4.8,0.78,No,Premium,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Grand Forest,Thailand,Asia,Historical,159.63,Spring,5.0,5.68,No,Premium,4.0,3.6,3.8,2.8,3.2,4.4,3.8,2.8,3.4,Cold
Hidden Ruins,Peru,South America,Beach,116.56,Winter,4.4,2.34,No,Mid-range,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Grand Canyon,New Zealand,Oceania,Nature,144.26,Winter,4.7,4.93,No,Mid-range,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Ancient Valley,Kenya,Africa,Religious,165.63,Autumn,5.0,5.33,No,Premium,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Grand Valley,Greece,Europe,Beach,190.4,Summer,4.2,2.1,No,Premium,4.0,3.2,3.8,3.8,3.6,4.6,3.2,3.2,3.0,Warm
Sacred Park,Vietnam,Asia,Religious,141.38,Summer,4.1,3.22,No,Mid-range,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Serene Temple,Italy,Europe,Religious,186.64,Spring,4.1,6.68,No,Premium,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
Lush Valley,India,Asia,Nature,134.43,Autumn,4.9,1.19,Yes,Mid-range,4.777777777777778,3.0,3.0,1.6666666666666667,2.888888888888889,4.333333333333333,3.0,3.3333333333333335,2.3333333333333335,Pleasant
Grand Beach,Japan,Asia,Adventure,229.92,Autumn,4.7,0.57,No,Premium,4.5,2.2,3.3,1.6,3.1,4.4,3.0,3.6,2.8,Warm
Crystal Canyon,Japan,Asia,City,122.23,Spring,4.5,5.91,Yes,Mid-range,4.5,2.2,3.3,1.6,3.1,4.4,3.0,3.6,2.8,Warm
Grand Beach,Thailand,Asia,Religious,44.76,Winter,5.0,9.48,Yes,Budget,4.0,3.6,3.8,2.8,3.2,4.4,3.8,2.8,3.4,Cold
Sacred Park,France,Europe,Beach,126.29,Winter,4.6,4.92,No,Mid-range,4.266666666666667,2.466666666666667,3.2,2.0,3.1333333333333333,4.2,3.066666666666667,3.466666666666667,2.933333333333333,Pleasant
Grand Temple,Peru,South America,Historical,140.7,Winter,4.0,4.83,No,Mid-range,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Grand Beach,New Zealand,Oceania,Adventure,58.69,Winter,4.8,2.06,No,Budget,3.3333333333333335,4.0,4.555555555555555,2.7777777777777777,3.111111111111111,3.3333333333333335,3.4444444444444446,3.0,3.2222222222222223,Cold
Grand Ruins,South Africa,Africa,Adventure,214.4,Winter,4.5,6.81,No,Premium,3.75,3.5,4.0,2.75,3.5,4.0,3.0,4.0,2.25,Warm
Ancient Ruins,China,Asia,Historical,175.42,Winter,4.4,9.17,No,Premium,4.333333333333333,3.2222222222222223,3.5555555555555554,1.2222222222222223,3.111111111111111,3.888888888888889,3.0,3.5555555555555554,2.888888888888889,Warm
Crystal Forest,Australia,Oceania,Beach,186.55,Autumn,4.7,9.69,No,Premium,3.2941176470588234,3.9411764705882355,4.529411764705882,3.6470588235294117,2.588235294117647,3.5294117647058822,3.2941176470588234,2.588235294117647,3.5294117647058822,Warm
Golden Plaza,USA,North America,Historical,161.62,Winter,4.8,5.54,Yes,Premium,4.084714165503293,3.2801098212388133,3.7489909779763613,2.33892642417113,3.117380553583651,4.038431451973767,3.119507328644805,3.2649765443172725,2.934566021440665,Pleasant
Sacred Valley,France,Europe,Religious,259.25,Winter,4.3,5.79,Yes,Premium,4.266666666666667,2.466666666666667,3.2,2.0,3.1333333333333333,4.2,3.066666666666667,3.466666666666667,2.933333333333333,Pleasant
Mystic Pagoda,South Africa,Africa,Adventure,106.31,Summer,4.8,5.87,No,Mid-range,3.75,3.5,4.0,2.75,3.5,4.0,3.0,4.0,2.25,Warm
Serene Canyon,Morocco,Africa,Religious,141.48,Spring,4.3,7.63,Yes,Mid-range,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Grand Canyon,Canada,North America,Nature,149.27,Winter,4.0,3.63,No,Mid-range,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Mystic Beach,Kenya,Africa,Beach,206.09,Spring,4.4,7.0,Yes,Premium,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Ancient Valley,Morocco,Africa,Nature,138.92,Summer,4.6,8.8,Yes,Mid-range,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Ancient Valley,Germany,Europe,Historical,89.17,Spring,4.2,5.36,No,Mid-range,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Lush Beach,Vietnam,Asia,Historical,197.0,Winter,4.4,4.26,No,Premium,4.142857142857143,3.4285714285714284,3.7142857142857144,1.8571428571428572,2.4285714285714284,4.285714285714286,3.142857142857143,3.0,3.4285714285714284,Cold
Ancient Temple,Thailand,Asia,Beach,133.24,Autumn,4.1,4.16,No,Mid-range,4.0,3.6,3.8,2.8,3.2,4.4,3.8,2.8,3.4,Cold
Lush Ruins,Kenya,Africa,Adventure,157.15,Autumn,4.6,5.3,No,Premium,4.0,4.0,4.5,3.0,3.0,3.5,3.0,3.5,2.5,Warm
Golden Valley,USA,North America,Historical,148.97,Summer,4.6,1.05,No,Mid-range,4.084714165503293,3.2801098212388133,3.7489909779763613,2.33892642417113,3.117380553583651,4.038431451973767,3.119507328644805,3.2649765443172725,2.934566021440665,Pleasant
Sacred Beach,Peru,South America,Historical,128.14,Autumn,4.0,1.99,No,Mid-range,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Serene Park,USA,North America,Nature,180.48,Spring,4.0,7.35,No,Premium,4.084714165503293,3.2801098212388133,3.7489909779763613,2.33892642417113,3.117380553583651,4.038431451973767,3.119507328644805,3.2649765443172725,2.934566021440665,Pleasant
Mystic Temple,France,Europe,Nature,227.18,Summer,4.5,5.84,No,Premium,4.266666666666667,2.466666666666667,3.2,2.0,3.1333333333333333,4.2,3.066666666666667,3.466666666666667,2.933333333333333,Pleasant
Mystic Temple,Japan,Asia,Beach,100.32,Winter,4.5,1.7,Yes,Mid-range,4.5,2.2,3.3,1.6,3.1,4.4,3.0,3.6,2.8,Warm
Lush Temple,Spain,Europe,Religious,63.33,Winter,4.6,0.7,Yes,Mid-range,4.25,3.1666666666666665,3.4166666666666665,3.0,3.6666666666666665,4.416666666666667,3.1666666666666665,3.4166666666666665,2.75,Pleasant
Lush Plaza,Spain,Europe,Historical,197.81,Spring,5.0,9.7,No,Premium,4.25,3.1666666666666665,3.4166666666666665,3.0,3.6666666666666665,4.416666666666667,3.1666666666666665,3.4166666666666665,2.75,Pleasant
Serene Canyon,Australia,Oceania,Adventure,113.23,Winter,4.5,5.74,Yes,Mid-range,3.2941176470588234,3.9411764705882355,4.529411764705882,3.6470588235294117,2.588235294117647,3.5294117647058822,3.2941176470588234,2.588235294117647,3.5294117647058822,Warm
Serene Pagoda,China,Asia,Beach,58.96,Spring,4.3,9.11,Yes,Budget,4.333333333333333,3.2222222222222223,3.5555555555555554,1.2222222222222223,3.111111111111111,3.888888888888889,3.0,3.5555555555555554,2.888888888888889,Warm
Crystal Falls,Thailand,Asia,Adventure,172.6,Autumn,4.1,4.35,No,Premium,4.0,3.6,3.8,2.8,3.2,4.4,3.8,2.8,3.4,Cold
Hidden Falls,Egypt,Africa,Beach,144.24,Autumn,4.4,3.02,No,Mid-range,4.428571428571429,3.0,3.5714285714285716,2.142857142857143,2.4285714285714284,3.7142857142857144,2.857142857142857,2.857142857142857,3.0,Cold
Golden Forest,Morocco,Africa,Beach,165.66,Autumn,4.5,3.05,Yes,Premium,4.285714285714286,2.5714285714285716,3.0,2.0,2.857142857142857,4.142857142857143,3.142857142857143,3.2857142857142856,3.0,Pleasant
Sacred Falls,Brazil,South America,Nature,111.66,Autumn,4.5,9.37,Yes,Mid-range,3.875,3.625,4.0,3.625,4.0,4.25,3.0,3.5,2.5,Warm
Hidden Plaza,China,Asia,Beach,185.31,Summer,4.9,8.33,Yes,Premium,4.333333333333333,3.2222222222222223,3.5555555555555554,1.2222222222222223,3.111111111111111,3.888888888888889,3.0,3.5555555555555554,2.888888888888889,Warm
Hidden Falls,USA,North America,Historical,162.42,Winter,4.5,7.28,Yes,Premium,4.084714165503293,3.2801098212388133,3.7489909779763613,2.33892642417113,3.117380553583651,4.038431451973767,3.119507328644805,3.2649765443172725,2.934566021440665,Pleasant
Golden Falls,Germany,Europe,Historical,151.62,Summer,4.7,1.61,Yes,Premium,4.2727272727272725,2.4545454545454546,3.1818181818181817,1.4545454545454546,3.6363636363636362,3.8181818181818183,3.0,4.0,2.5454545454545454,Warm
Sacred Valley,Canada,North America,Adventure,96.32,Spring,4.5,6.13,No,Mid-range,3.9285714285714284,3.5714285714285716,4.285714285714286,2.142857142857143,3.0,3.5,3.2857142857142856,3.2857142857142856,3.0714285714285716,Cold
Ancient Forest,China,Asia,Historical,266.96,Winter,4.4,0.6,No,Premium,4.333333333333333,3.2222222222222223,3.5555555555555554,1.2222222222222223,3.111111111111111,3.888888888888889,3.0,3.5555555555555554,2.888888888888889,Warm
Grand Plaza,Brazil,South America,Religious,148.01,Summer,4.1,9.53,No,Mid-range,3.875,3.625,4.0,3.625,4.0,4.25,3.0,3.5,2.5,Warm
Lush Pagoda,Peru,South America,Historical,88.32,Winter,3.9,7.29,Yes,Mid-range,4.333333333333333,3.8333333333333335,4.166666666666667,1.1666666666666667,2.5,3.6666666666666665,2.5,2.5,3.3333333333333335,Cold
Lush Ruins,Italy,Europe,Historical,70.88,Autumn,4.7,4.4,Yes,Mid-range,4.578947368421052,2.473684210526316,3.3684210526315788,2.210526315789474,3.0,4.631578947368421,3.1578947368421053,3.5789473684210527,2.8421052631578947,Warm
